	UID	beer_name	rating
66864053	1794	Brekle's Brown	3.93
66866735	1794	Centennial Rye Ale	3.74
66869417	1794	Corne Du Diable	2.99
66872099	1794	Father John's Winter Ale	3.71
66874781	1794	Keepers Stout	3.98
66877463	1794	La Shawinigan Handshake	3.74
66877717	2048	La Shawinigan Handshake	3.78
66878178	2509	La Shawinigan Handshake	4.05
66880145	1794	Maiden	3.84
66882827	1794	Rebellion Oatmeal Stout	3.85
66885509	1794	Shipwreck IPA	4.05
66888191	1794	Show Pony Pale Ale	3.54
66890873	1794	Snowdays Ale	4.27
66893555	1794	Tailor Retailored	4.18
66896237	1794	The Woodsman	3.75
66898919	1794	Vertical Winter Ale	3.25
66901602	1795	Barrel Aged Cherry Truffle Abduction	4.85
66904284	1795	Mikerphone / More - Barrel-Aged Vanillanoize	5.0
66904385	1896	Mikerphone / More - Barrel-Aged Vanillanoize	4.25
66904545	2056	Mikerphone / More - Barrel-Aged Vanillanoize	4.66
66904895	2406	Mikerphone / More - Barrel-Aged Vanillanoize	4.53
66906966	1795	Mind	4.6
66909648	1795	Two-Flat	4.0
66909701	1848	Two-Flat	3.9
66910382	2529	Two-Flat	4.08
66912331	1796	Bourbon Barrel Aged Raspberry Vlad (2017)	4.32
66915013	1796	Bourbon County Brand Blackberry Stout	5.0
66917695	1796	Bourbon County Brand Cherry Stout	5.0
66920377	1796	Cirrus	4.19
66923059	1796	Conan The Mandarian - Cabernet Barrel-Aged	4.0
66925741	1796	Da Percolator	3.84
66928423	1796	Dusty	4.5
66928702	2075	Dusty	4.28
66931105	1796	Henna: Cinnamon Babka	5.0
66931739	2430	Henna: Cinnamon Babka	4.63
66931977	2668	Henna: Cinnamon Babka	4.19
66933787	1796	Henna: Double Rainbow	5.0
66934210	2219	Henna: Double Rainbow	4.75
66936469	1796	High Falutin	4.0
66939151	1796	Hop Prism - Indigo	4.0
66941833	1796	Juice Pants 5: License To Juice	4.61
66944515	1796	Loose Candies	4.25
66947197	1796	Murkaveli	5.0
66947697	2296	Murkaveli	3.64
66949879	1796	Popcorn	4.79
66952562	1797	Apostel Bräu	2.62
66955244	1797	Bavaria 8.6 Original	2.59
66956063	2616	Bavaria 8.6 Original	2.13
66957926	1797	Bean Me Up Espresso Milk Stout	3.98
66960608	1797	By Udder Means	3.88
66963290	1797	Durlacher Hof Hefeweissbier	3.38
66965972	1797	Eichbaum Festbier	2.88
66968654	1797	Licher Hefeweizen	3.79
66969121	2264	Licher Hefeweizen	3.0
66969155	2298	Licher Hefeweizen	3.69
66969216	2359	Licher Hefeweizen	4.0
66971336	1797	Spaten München	3.79
66974018	1797	Valentins Weissbier Hefeweissbier Hefetrub	3.23
66976700	1797	Weidmann Hefeweissbier (Hefetrüb)	3.31
66979383	1798	Cafri	2.12
66982065	1798	Dry Finish D	1.98
66984747	1798	Kozel Cerny (Kozel Dark) Velckopopovicky	3.9
66985459	2510	Kozel Cerny (Kozel Dark) Velckopopovicky	2.18
66987429	1798	Max	1.25
66990111	1798	Polar ICE	3.21
66992794	1799	01/17 Saison - Enigma & Nelson	3.74
66995476	1799	01/28 Saison - Huell Melon & Hall Blanc	3.74
66998158	1799	01|29 Saison - Oyster & Kombu	3.75
67000840	1799	03|04 Porter (Bramling Cross)	3.83
67003522	1799	04|06 Berliner Weisse (Raspberry)	3.28
67006204	1799	05/12 India Pale Ale - Five 'C' Hops	3.81
67008886	1799	08|03 Stout (Chocolate & Orange)	3.77
67011568	1799	11|02 Session IPA (Motueka & Centennial)	3.79
67014250	1799	14/03 Tripel (Ella)	3.91
67016932	1799	17/10 Table Saison - Ginger	3.46
67019614	1799	20/07 Belgian Pale - Wai-Iti & Saaz	3.76
67022296	1799	Birra Tirana	1.85
67024978	1799	Butcombe Rare Breed	3.82
67027660	1799	Cosmic Chaos	3.75
67030342	1799	Cumbrian Five Hop	4.03
67033024	1799	Damson Stout	3.81
67035706	1799	E.T.A. (Ernst Theodor Amadeus) Hoffmann	3.8
67038388	1799	Eldir Julebrygg	3.89
67041070	1799	Export India Porter	3.87
67043752	1799	Goram	3.99
67046434	1799	Go’ Stemning 02 - India Pale Ale - Nelson + Centennial	3.77
67049116	1799	Hawkshead / Wild Beer Oat Wine (Cider Brandy BA)	3.93
67051798	1799	Hawkshead Brodie's Prime Export	4.0
67054480	1799	Hawkshead Hop Black	3.84
67057162	1799	Hop Drop Sour	3.4
67059844	1799	IIPA Imperial IPA	3.81
67062526	1799	Infarmer Barrel Fermented	3.74
67065208	1799	Iti (Little) NZPA	3.52
67067890	1799	Jingle Fells	3.9
67070572	1799	Kellerbier Ungespundet-Lager hefetrüb	3.68
67070767	1994	Kellerbier Ungespundet-Lager hefetrüb	4.08
67070843	2070	Kellerbier Ungespundet-Lager hefetrüb	4.08
67070845	2072	Kellerbier Ungespundet-Lager hefetrüb	4.02
67071219	2446	Kellerbier Ungespundet-Lager hefetrüb	4.51
67073254	1799	Kveika Rugøl	3.59
67075936	1799	Løkka IPA	3.78
67078618	1799	Maddam - Jardins du Prieuré	3.99
67081300	1799	Mahr's Bock-Bier	3.81
67081944	2443	Mahr's Bock-Bier	3.96
67083982	1799	Mahr's Pilsner	3.65
67084729	2546	Mahr's Pilsner	3.52
67086664	1799	Mellifera	3.7
67086897	2032	Mellifera	2.45
67089346	1799	NZPA	3.23
67092028	1799	Northern Imperial Stout	4.42
67094710	1799	Robohop	3.84
67097393	1800	01|10 Saison (Classic)	3.5
67100075	1800	05/30 India Pale Ale - Amarillo & Simcoe	3.69
67100853	2578	05/30 India Pale Ale - Amarillo & Simcoe	4.35
67102757	1800	Accidental Jedi	3.72
67105439	1800	Barrica #22	3.3
67108121	1800	Belhaven Classic Choice Fruit Beer	3.96
67110803	1800	Belhaven House Ale	3.74
67113485	1800	Belhaven House Lager	3.0
67116167	1800	Belhaven McCallum's Stout	3.59
67118849	1800	Belhaven Speyside Oak Aged Blonde Ale	3.68
67118888	1839	Belhaven Speyside Oak Aged Blonde Ale	3.69
67121531	1800	Belhaven Twisted Thistle European version	3.64
67124213	1800	Bourbon Milky Way	3.95
67124710	2297	Bourbon Milky Way	4.09
67126895	1800	Brass Knuckles	3.03
67129577	1800	Brass Knuckles Barrel Aged	3.94
67132259	1800	Bridge to Nowhere	3.5
67134941	1800	Cookie Euphoria	3.75
67137623	1800	Denali Pale Ale	3.9
67140305	1800	Edge / Lervig Brewing - Pure Decadence	3.85
67142987	1800	Flor De La Vida	3.85
67145669	1800	Gadds Cobnut Brown Ale	3.82
67148351	1800	Gift To Gaspar	3.89
67151033	1800	Grand Slam Ale	3.22
67153715	1800	HO, HO, HO!	3.72
67156397	1800	Hepcat	3.69
67159079	1800	Hepcat Hepcat Double IPA	4.01
67161761	1800	Hopbird	3.75
67164443	1800	Hoptimista - Original	3.75
67167125	1800	India Double Porter Citra Galaxy	4.24
67169807	1800	India Pale Ale (Mosaic)	3.53
67172489	1800	Innis & Gunn Cask Strength Oak Aged Beer	3.53
67175171	1800	Isseki Nicho	4.07
67177853	1800	Luun	3.83
67180535	1800	Mahr's Festtags Weisse	3.97
67183217	1800	Pale Ale (Centennial)	3.88
67185899	1800	Pedlar	3.74
67188581	1800	Plutonium Typhoon	3.94
67191263	1800	Robert Burns Scottish Ale	3.77
67193945	1800	Running With Sceptres	3.57
67196627	1800	Swingletree	3.25
67199309	1800	Triple Virgin Cherries	3.75
67201991	1800	Økologisk Hvedeøl	3.94
67204673	1800	Økologisk IPA	3.9
67207355	1800	Økologisk Juleøl	3.42
67210037	1800	Økologisk Pale Ale	3.99
67212720	1801	Assemblage No.1	4.0
67215402	1801	Beer Belly	4.0
67218084	1801	Curious Haze	4.0
67218253	1970	Curious Haze	4.52
67220766	1801	Golden State Of Mind	4.0
67223448	1801	Halfway To Whangarei Grissette	4.0
67226130	1801	Hesjeøl	4.0
67228812	1801	Huon Dark Ale	4.0
67231494	1801	Incorrigible Reserve With Mango And Pineapple	4.0
67234176	1801	Kid Casual	4.0
67236858	1801	Koji Il Riso	4.0
67239540	1801	Mexican Chocolate Milk Stout	4.0
67242222	1801	Moat Iron Mike Pale Ale	4.0
67244904	1801	Moment Deathwish Pale Ale	4.0
67247586	1801	Neon Beer	4.03
67250268	1801	Paranormal Pale	3.25
67252950	1801	Reinaert Flemish Wild Ale	4.0
67255632	1801	Salty Angel	4.0
67258314	1801	St. Bretta (Summer)	4.0
67258993	2480	St. Bretta (Summer)	4.21
67260996	1801	Sucka Fish	4.0
67263678	1801	The Penske File	4.0
67264356	2479	The Penske File	4.0
67266361	1802	Brainless On Peaches	4.0
67269043	1802	Bärentöter - German Sour Gose Bock	4.0
67271725	1802	Caramel Super Stout	3.75
67274407	1802	Citron Noir	4.0
67277089	1802	Coq De La Marche	4.0
67279771	1802	Electric Owl	4.2
67282453	1802	Flemish Kiss	4.0
67285135	1802	Grazias - Coffee	4.0
67287817	1802	Lemon Meringue Pie Specialty Ale	4.0
67290499	1802	Long Root Ale	4.0
67290616	1919	Long Root Ale	3.5
67291029	2332	Long Root Ale	3.85
67293181	1802	N/E Auburn Pale Ale	4.0
67293438	2059	N/E Auburn Pale Ale	4.16
67293536	2157	N/E Auburn Pale Ale	3.77
67295863	1802	Prairie 'Merica	4.0
67295877	1816	Prairie 'Merica	3.5
67296297	2236	Prairie 'Merica	3.5
67296442	2381	Prairie 'Merica	4.25
67298545	1802	Rubus Nocturne	4.0
67301227	1802	Smoke On The Porter, Fire In The Rye	4.0
67303909	1802	Solis Occasus #61	4.0
67306592	1803	Ego Dissolution	4.5
67309274	1803	Interboro / Equilibrium - Mad Fat! (Photons)	4.23
67311956	1803	Kites Are Fun	4.02
67312138	1985	Kites Are Fun	4.23
67312231	2078	Kites Are Fun	4.31
67314638	1803	Through the Use of Technology	4.27
67317321	1804	C.R.E.A.M. Coffee And Doughnut Infused Milk Stout	4.18
67320003	1804	ChewBocka The Masticator	4.0
67322685	1804	Dr. Lupulin 3x IPA	4.19
67322710	1829	Dr. Lupulin 3x IPA	4.21
67325367	1804	E Is For Elderberry	4.08
67325378	1815	E Is For Elderberry	3.75
67325454	1891	E Is For Elderberry	4.01
67328049	1804	Hulaberry	3.89
67330731	1804	Humuhumunukunukuapua’a Pale Ale	3.54
67333413	1804	Karman Line	4.0
67336095	1804	My little Friend	3.84
67338777	1804	Sins Of Our Fathers Imperial Stout	4.0
67339336	2363	Sins Of Our Fathers Imperial Stout	4.29
67341459	1804	True Grit	4.1
67344141	1804	Zonker Stout	4.25
67344156	1819	Zonker Stout	5.0
67344164	1827	Zonker Stout	4.37
67344568	2231	Zonker Stout	4.75
67344900	2563	Zonker Stout	4.16
67346823	1804	lil yacht juice	4.02
67347581	2562	lil yacht juice	3.77
67349506	1805	Pie Town Porter	4.04
67352190	1807	Copper top	3.79
67354872	1807	For the Love of Hops	3.53
67357554	1807	Kaffestout	4.08
67357864	2117	Kaffestout	4.41
67360236	1807	Raspberry Truffle Abduction	4.09
67362918	1807	Recursion 4.0	4.24
67365600	1807	Sweet Jumps!	4.09
67368282	1807	The Great One	3.52
67368621	2146	The Great One	3.9
67368922	2447	The Great One	2.63
67370964	1807	Wolf Among Weeds - Lager Yeast	3.94
67373646	1807	You Want The Fox Haze	3.75
67376329	1808	A scanner tartley	3.56
67379011	1808	Dakine	3.58
67379799	2596	Dakine	4.3
67381693	1808	Dan K IPA	4.06
67384375	1808	De Molen / Hair Of The Dog Adam From The Wood	4.41
67387057	1808	Galaxy Wolf	3.99
67389739	1808	Hello...	4.1
67392421	1808	Ketterer Zwickel Pils	3.81
67395103	1808	Kuchlbauer Turm Weisse	4.35
67397785	1808	Kuchlbauer Weisse	4.15
67400467	1808	Lupine	4.06
67403149	1808	One Louder	3.92
67403170	1829	One Louder	4.0
67405831	1808	R&D Sour Ale	4.28
67408513	1808	R&D Sour Porter	4.1
67411195	1808	Super duper Cali	4.19
67411533	2146	Super duper Cali	4.14
67413877	1808	Waldhaus Hopfensturm Edition 2015	3.87
67416559	1808	What the what	3.67
67419242	1809	Angler's Pale Ale	3.52
67421924	1809	Anvil Ale	3.15
67424606	1809	Black Rye	3.75
67425067	2270	Black Rye	4.02
67425111	2314	Black Rye	4.38
67427288	1809	Blue Moon Mountain Abbey Ale	3.73
67429970	1809	Hacker-Pschorr Dunkel Weisse (Weisse Dark)	3.78
67430835	2674	Hacker-Pschorr Dunkel Weisse (Weisse Dark)	3.59
67432652	1809	King's Peak Porter	3.43
67435334	1809	Poor Richard's Tavern Spruce Ale	3.49
67438016	1809	Shock Top Shockolate Wheat	3.86
67440698	1809	Whirlwind Witbier	3.75
67443381	1810	All Saints Belgian Golden Ale	3.82
67446063	1810	Always Sunny	2.88
67448745	1810	Dubbel Ale	4.06
67451427	1810	Fegley's Pawnshop Porter	3.26
67454109	1810	Knuckleball	2.45
67456791	1810	Pawn Shop Porter	3.26
67459473	1810	Shock Top Honey Bourbon Cask Wheat	3.36
67462155	1810	Shock Top Honeycrisp Apple Wheat	4.04
67462175	1830	Shock Top Honeycrisp Apple Wheat	3.15
67462403	2058	Shock Top Honeycrisp Apple Wheat	4.6
67462953	2608	Shock Top Honeycrisp Apple Wheat	2.0
67464837	1810	Steelgaarden Wit	3.1
67467519	1810	Stegmaier Pumpkin Ale	3.79
67470202	1811	Beoir Bairille	5.0
67470286	1895	Beoir Bairille	4.0
67472884	1811	Cabrito	4.27
67475566	1811	Carl - Triple Dry Hopped	4.66
67478248	1811	Cigar City / Late Start - Stomping Grounds	4.57
67480930	1811	Commissar	4.0
67483612	1811	Double Barrel Aged Marshal Zhukov's (Rum and Bourbon)	4.9
67483910	2109	Double Barrel Aged Marshal Zhukov's (Rum and Bourbon)	5.0
67486294	1811	Hop Silo 1	4.05
67488976	1811	Imperial Peanut Butter Chocolate Banana Death Roll	4.48
67491658	1811	Juice Willis: Dry Hop With a Vengeance IPA	4.0
67494340	1811	Juicy Sloot #2	4.1
67497022	1811	Let There Be Hops - Citra	4.05
67499704	1811	Maui Porter	3.71
67502386	1811	Mr. Brunchside	3.86
67505068	1811	Okefenokee Imperial Stout	4.09
67507750	1811	Port Barrel-Aged Barleywine-Style Ale	4.6
67510432	1811	Secret Spot 3rd Anniversary Aged In Wild Turkey Barrels	3.64
67513114	1811	Sisters, Not Twins	4.11
67515796	1811	Spook Hill - Citra Wet Hopped	3.5
67518478	1811	Tom Yum Thai Gose	3.62
67521161	1812	Atocha	4.21
67523843	1812	Beer Camp Across The World: Hoppy Belgian-Style Golden Ale	3.08
67524341	2310	Beer Camp Across The World: Hoppy Belgian-Style Golden Ale	4.43
67526525	1812	Beer Camp Across The World: Thai-Style Iced Tea Ale	2.83
67526580	1867	Beer Camp Across The World: Thai-Style Iced Tea Ale	3.41
67527022	2309	Beer Camp Across The World: Thai-Style Iced Tea Ale	3.5
67529207	1812	Black-Gold	4.0
67531889	1812	Brother of Night	3.53
67534571	1812	Butta' Cup Peanut Butter Cup Double Brown Ale	4.09
67537253	1812	Captain Long Haul	4.25
67539935	1812	Ebenezer	3.98
67542617	1812	French Toast Imperial Porter	4.5
67545299	1812	Green Cathedral	3.75
67547981	1812	Helm's Deep - German Chocolate	4.25
67550663	1812	Milk Money	3.5
67553345	1812	Morning Smack	4.76
67553571	2038	Morning Smack	4.32
67553861	2328	Morning Smack	4.47
67556027	1812	Night King	3.0
67558709	1812	Passport 35	4.11
67561391	1812	Peanut Butter Deja Moo	3.75
67561463	1884	Peanut Butter Deja Moo	4.35
67564073	1812	Sea Monster Imperial Stout (Willett Bourbon)	4.25
67566755	1812	Season of Mists	3.5
67569437	1812	Side Note (#5 Meh-he-coco)	4.75
67572119	1812	Snickerdoodle White Russian	4.25
67574801	1812	Third Circle	4.5
67577483	1812	Vintage 2017 Master Blend	3.75
67580165	1812	Winter Camo	4.25
67580958	2605	Winter Camo	4.32
67582848	1813	Ain’t It Strange	4.4
67582937	1902	Ain’t It Strange	4.19
67583251	2216	Ain’t It Strange	4.0
67585530	1813	Barrel Aged LSD (Buffalo Trace)	4.73
67585619	1902	Barrel Aged LSD (Buffalo Trace)	4.67
67588212	1813	Barrel Aged LSD With Vanilla (TWCP 2018)	4.23
67588300	1901	Barrel Aged LSD With Vanilla (TWCP 2018)	4.29
67590894	1813	Blueberry Katy	4.4
67593576	1813	Damon (Port Barrel Aged)	4.52
67593664	1901	Damon (Port Barrel Aged)	4.53
67596258	1813	Double Barrel Carpathian	4.54
67596346	1901	Double Barrel Carpathian	4.53
67598940	1813	Father Time	4.19
67599029	1902	Father Time	4.44
67601622	1813	Hoppy Meal - Double Dry-Hopped	4.24
67601710	1901	Hoppy Meal - Double Dry-Hopped	4.52
67604304	1813	Kiraz	4.7
67604393	1902	Kiraz	4.33
67606986	1813	Kryptonite	4.25
67609668	1813	Maman - Four Roses And Wild Turkey Barrel-Aged Blend	4.75
67609757	1902	Maman - Four Roses And Wild Turkey Barrel-Aged Blend	4.73
67612350	1813	Narrow Gauge / Central Standard - Drop Ceiling	4.31
67612439	1902	Narrow Gauge / Central Standard - Drop Ceiling	4.47
67615032	1813	Old Town Porter	4.23
67617714	1813	Pinckney Bend Gin Barrel-Aged Hibiscus Wit	4.65
67617803	1902	Pinckney Bend Gin Barrel-Aged Hibiscus Wit	4.71
67620396	1813	The Variant II	4.35
67620484	1901	The Variant II	4.35
67623078	1813	To The Yard	4.19
67625760	1813	To The Yard - Double Vanilla	4.49
67625849	1902	To The Yard - Double Vanilla	4.5
67628442	1813	Tommy Fresh (Batch #2)	4.5
67628531	1902	Tommy Fresh (Batch #2)	4.65
67631124	1813	Wit AF	4.1
67633807	1814	Guillemot Nebula	4.19
67636489	1814	Imperial Eclipse Stout - Rye Cuvee (2017)	4.44
67636577	1902	Imperial Eclipse Stout - Rye Cuvee (2017)	4.27
67639171	1814	Not Today Satan	3.83
67639456	2099	Not Today Satan	4.0
67639916	2559	Not Today Satan	4.0
67641853	1814	Nothing	4.1
67644535	1814	Place to Be - Freewheelin' Pizza Dinner IPA	4.02
67647217	1814	Random Signals And Noise	4.49
67647305	1902	Random Signals And Noise	4.43
67649899	1814	Vanilla Option #2	4.54
67652582	1815	Apricot Juice Packets	3.75
67655264	1815	Doughnut Stout	3.75
67657946	1815	Good Old Potosi	3.5
67660628	1815	Goose Redub	3.5
67661048	2235	Goose Redub	3.5
67663310	1815	HopRocket	3.75
67665992	1815	It Just Does Weird Things	4.0
67668674	1815	Numb Comfort	3.75
67671356	1815	Three Beaches Honey Blonde	3.25
67674038	1815	Wall-I PA	3.25
67676720	1815	Weird Tiger	4.0
67679403	1816	Batshit Crazy	3.75
67682085	1816	Blue Eyed Blond Ale	3.75
67684767	1816	Fresh Coast	3.75
67687449	1816	Hulk Hands	4.0
67690131	1816	IV Hazy Pale Ale	4.25
67690357	2042	IV Hazy Pale Ale	4.5
67690857	2542	IV Hazy Pale Ale	4.37
67690864	2549	IV Hazy Pale Ale	4.44
67692813	1816	Leaping Lemur	3.5
67695495	1816	RiNo Pale Ale	3.75
67696218	2539	RiNo Pale Ale	3.83
67698177	1816	Risk	3.75
67698725	2364	Risk	3.81
67700859	1816	Territorial Reserve Barrel Aged Wild Wheat Wine Honey Ale	4.0
67703541	1816	The Hopalicious Continuum: Amarillo	3.75
67706223	1816	The Hopalicious Continuum: Mosaic	4.0
67708905	1816	The Hopalicious Continuum: Skyrocket	4.25
67711587	1816	Whisk(e)y Noir	3.75
67714270	1817	Batsquatch	3.83
67716952	1817	City Of Dreams	3.75
67717219	2084	City Of Dreams	3.8
67717698	2563	City Of Dreams	4.12
67719634	1817	G. Love's Special Sauce IPA	3.15
67722316	1817	Ground Control - Bourbon Barrel-Aged	3.88
67724998	1817	Hairy Weasel	4.17
67727680	1817	Hoppy Pils	4.26
67730362	1817	Little Juice IPA	3.26
67733044	1817	Oatmeal Pale	3.81
67735726	1817	Oregon Honey	3.78
67738408	1817	Organic Portland Roast Espresso Stout	3.76
67741090	1817	Paint It Blanc	4.03
67743772	1817	Pumpkin Bier	3.62
67746454	1817	Ragnarok	4.01
67749136	1817	Salted mangolicious	3.97
67751818	1817	Schlossbier	3.77
67754500	1817	St James IRA	3.97
67754516	1833	St James IRA	4.5
67755162	2479	St James IRA	3.93
67757182	1817	Tubby Unicorn	3.75
67759864	1817	Wind and Rain	3.61
67762546	1817	Yggdrasil Juleøl	4.1
67762696	1967	Yggdrasil Juleøl	4.35
67765229	1818	4 & 20 Black IPA	3.68
67767911	1818	Belgian Style Blonde Ale	4.55
67770593	1818	Black Cat Porter	3.98
67773275	1818	Blonde IPA	4.02
67775957	1818	El Camino (un)Real	4.25
67778639	1818	Full Sail Pilsner	3.89
67781321	1818	Interurban IPA	3.55
67784003	1818	Orabelle Belgian-Style Ale	4.49
67786685	1818	Roosta Red	3.5
67789367	1818	Solid Baby	4.14
67792049	1818	Space Is The Place Schwarzbier	4.55
67794731	1818	Summer Pale	3.56
67797413	1818	The Incredible	3.94
67800095	1818	Triangulate Citrus Pale Ale	2.76
67802777	1818	Tripelcross	3.47
67805459	1818	Way Too Fresh	4.2
67808142	1819	Jingle Ale Spiced Ale	4.56
67810824	1819	Schlafly Grapefruit IPA	4.02
67813506	1819	Scotty Karate Scotch Ale	5.0
67816190	1821	Rake It Up	3.91
67818872	1821	Resolute Bourbon Barrel Russian Imperial Stout	4.28
67821555	1822	Cross-Pollination	4.13
67824237	1822	Endless Nameless Bourbon Imperial Stout	4.15
67824375	1960	Endless Nameless Bourbon Imperial Stout	4.25
67826919	1822	Fallen Flag	4.26
67827133	2036	Fallen Flag	4.04
67827236	2139	Fallen Flag	4.25
67827336	2239	Fallen Flag	4.0
67829601	1822	Stay Lit	4.53
67832284	1823	10-Point Bock	3.01
67834966	1823	Dewpoint Dunkel	3.64
67837648	1823	Doc's Pale Ale	2.74
67840330	1823	Elephants On Parade	3.03
67843012	1823	Flagstaff Agassiz Amber	3.51
67845694	1823	Flagstaff Bitterroot ESB	3.85
67848376	1823	Flagstaff Blackbird Porter	3.66
67851058	1823	Flagstaff Kolsch	3.2
67853740	1823	Flying Basset Oakey Smokey	3.99
67856422	1823	Forty-Niner Gold Lager	2.73
67859104	1823	Frosty Friends 2.0	3.79
67861786	1823	Goodwood milk stout	4.11
67864468	1823	Half Moon Dunkel Weiss	3.48
67867150	1823	Honey Baby Sugie Cookie	3.9
67869832	1823	Horseshoe Hefeweizen	3.46
67872514	1823	Kokomo porter	3.78
67875196	1823	Newburgh Brown Ale	3.75
67877878	1823	Pullman Porter	3.47
67880560	1823	R & R Oatmeal Stout	3.66
67883242	1823	Smelter Stout	3.62
67885924	1823	Snake charmer IPA	3.23
67888606	1823	Stronghold Session Ale	4.48
67888620	1837	Stronghold Session Ale	4.12
67891288	1823	Village Nut Brown Ale	3.14
67893971	1824	Alaskan Mocha Milk Stout (Pilot Series)	3.71
67896653	1824	Barrel Aged Series: Imperial Stout (Bourbon Barrel Aged Stout)	3.94
67899335	1824	Broken Birch Bitter	3.56
67902017	1824	Citrus Maxima	3.72
67904699	1824	Dorcha Irish Dry Stout	3.42
67907381	1824	El Jefeweizen	3.38
67910063	1824	Full Sail IPA	3.56
67910335	2096	Full Sail IPA	3.76
67910397	2158	Full Sail IPA	3.44
67910752	2513	Full Sail IPA	3.64
67912745	1824	Half Dome CA Wheat	3.22
67915427	1824	Hippy Speed Ball Coffee Stout	3.44
67918109	1824	IP - AK	3.93
67920791	1824	Japow!	3.42
67923473	1824	Kodiak Brown Ale	3.65
67926155	1824	Little White Lie	3.66
67928837	1824	Mt. Hood Smoked Porter	3.87
67931519	1824	Naptown Nut Brown	4.17
67934201	1824	No Woman No Cryo	3.94
67936883	1824	O.V.L. Stout	4.18
67937450	2391	O.V.L. Stout	4.06
67939565	1824	On a Tuesday IPA	3.96
67942247	1824	People power	3.89
67944929	1824	Perdition	4.08
67945613	2508	Perdition	3.92
67947611	1824	Picture Puzzle Session IPA	3.62
67950293	1824	Pinbone IPA	3.51
67952975	1824	Please advise IPA	4.18
67953780	2629	Please advise IPA	3.65
67955657	1824	Puffin Pale	3.73
67958339	1824	Red 6 Rye	3.76
67961021	1824	Seiner	3.39
67963703	1824	Session EZ IPA	3.77
67966385	1824	Session Golden Lager	3.35
67969067	1824	TK-421 Oatmeal Stout	3.45
67971749	1824	The BS 76	3.88
67974431	1824	Triple stamp IPA	3.68
67977113	1824	Vagabond	3.25
67979798	1827	Back Country Scottish Ale	1.48
67980202	2231	Back Country Scottish Ale	3.74
67982480	1827	Wobbily Man Smoked Scotch Ale	4.97
67985164	1829	Belgian-Style Wit	4.0
67987846	1829	Citrus Wheat	3.61
67990528	1829	Craftsman Heavenly Hefeweizen	4.12
67993210	1829	Fresco Sauvage - Dry Hopped	4.14
67995892	1829	Gose In Different Area Codes	4.21
67998574	1829	Gouden Carolus Hopsinjoor	4.02
68001256	1829	Grandpa Tractor	3.75
68003938	1829	Harry Tuttle	4.1
68006620	1829	La Trappe Puur	3.8
68009302	1829	Trois Filles Tripel	3.78
68011985	1830	Golden Chaos Golden Ale	3.92
68014667	1830	Horny Devil	4.02
68014920	2083	Horny Devil	4.0
68014957	2120	Horny Devil	3.05
68015053	2216	Horny Devil	4.25
68015373	2536	Horny Devil	3.75
68015492	2655	Horny Devil	4.23
68017349	1830	The Works IPA	4.02
68020034	1833	Big Sticky Red IPA	4.25
68022716	1833	Buoy NW Red Ale	4.0
68025398	1833	Chocolate Espresso Stout	4.25
68028080	1833	Festivale	4.25
68030762	1833	Mangoveza	4.25
68033444	1833	Mountain Daisy IPA	4.25
68033498	1887	Mountain Daisy IPA	4.12
68034099	2488	Mountain Daisy IPA	3.71
68036126	1833	No Joke Joker	3.5
68038808	1833	Piper’s Moon	4.25
68041490	1833	Skunk Ape	4.5
68044173	1834	Bianca	4.25
68046855	1834	Bonfire Ale	4.25
68047500	2479	Bonfire Ale	3.7
68049537	1834	Burnside Stout	4.25
68052219	1834	Capella Porter	4.25
68052352	1967	Capella Porter	4.03
68054901	1834	Disorder Stout	4.25
68057583	1834	Double Rainbow Ale	4.25
68060265	1834	Gear Up IPA	4.25
68060834	2403	Gear Up IPA	4.13
68062947	1834	Gypsy Stumper	4.25
68065629	1834	Hop Cooler	4.5
68066127	2332	Hop Cooler	3.42
68068311	1834	Hop Disciples - Idaho 7	4.0
68068578	2101	Hop Disciples - Idaho 7	2.98
68070993	1834	Phaedrus IPA	4.25
68073675	1834	Roughin' It Rye IPA	4.0
68076357	1834	Sleepy Hollow Nut Brown	4.25
68079039	1834	The Sister	4.5
68081721	1834	Too Sticky To Roll	4.25
68084403	1834	Worthy IPA	4.5
68084754	2185	Worthy IPA	3.92
68087086	1835	Conform or Be Cast Out	4.35
68087658	2407	Conform or Be Cast Out	4.33
68089768	1835	DDH Down Under Bomb	3.69
68090248	2315	DDH Down Under Bomb	4.52
68092450	1835	M is for Mosaic	4.25
68095132	1835	Motuekamauke	4.04
68097814	1835	Sonnenschein	4.17
68100496	1835	Tectonic Tomahawk	3.79
68103178	1835	Toña Cerveza	4.03
68105860	1835	Weiss	4.1
68108543	1836	668 Neighbor Of The Beast	4.15
68111225	1836	Blind Knife Fight	3.77
68113907	1836	Elm City Lager	4.27
68116589	1836	Feral King	4.02
68116766	2013	Feral King	4.06
68116780	2027	Feral King	3.79
68119271	1836	Gold Stock Ale	4.23
68119396	1961	Gold Stock Ale	3.99
68119449	2014	Gold Stock Ale	3.58
68121953	1836	Shadow Prophet	4.25
68124635	1836	Social Butterfly	4.08
68127317	1836	The Barrens	4.35
68129999	1836	Wylder	4.35
68130306	2143	Wylder	4.08
68132682	1837	Dfrnt	3.34
68135364	1837	Liquid Amber	3.4
68138046	1837	Orange Blossom Ale	4.03
68138877	2668	Orange Blossom Ale	3.75
68140728	1837	THAT Arizona Trail Ale	3.59
